Username,Text,Date Created,Number of Likes,Number of Retweet,Number of Replies,Source of Tweet,User ID,Conversation ID,status,Category,Translated Text
syamimariffin_,@XavierNaxa Okay Min! thankyou for the info 👍🏻👍🏻 takmau download lagi walaupun dia duk remind banyak kali 🤣🤣,2021-11-25 16:05:56+00:00,0,0,0,Twitter for iPhone,1463901778143940614,1463846233387065345,reply,Technology,@XavierNaxa Okay Min! thankyou for the info 👍🏻👍🏻 I don't want to download it again even though he reminded me many times 🤣🤣
XavierNaxa,@nutyeaaa Dah aktifkan iCloud Library di Apple Music,2021-11-25 14:39:06+00:00,0,0,2,Twitter for iPhone,1463879927413891078,1463799383128829954,reply,Technology,@nutyeaaa Have enabled iCloud Library on Apple Music
afiqtion,@XavierNaxa Tengah guna yang ini 😁 https://t.co/xzpvL1OqNt,2021-11-25 09:37:20+00:00,0,0,0,Twitter for iPhone,1463803983680606208,1463799383128829954,reply,Technology,@XavierNaxa Middle use this one 😁 https://t.co/xzpvL1OqNt
Anipseanz,@XavierNaxa Guna mcm ni style sikit 😂 https://t.co/pQysjQRUki,2021-11-25 09:49:17+00:00,0,0,2,Twitter for iPhone,1463806989809582082,1463799383128829954,reply,Technology,@XavierNaxa Use it like this with a little style 😂 https://t.co/pQysjQRUki
XavierNaxa,@naarakching Tidak naik taraf. Mungkin beli MacBook,2021-11-25 11:27:48+00:00,1,1,0,Twitter for iPhone,1463831781375832072,1463799383128829954,reply,Technology,@naarakching No upgrade. Maybe buy a MacBook
massetaa97,@XavierNaxa Lawa min haha tq utk wallpaper 👍🏻 https://t.co/t1jkAJypcn,2021-11-25 10:34:40+00:00,2,0,0,Twitter for iPhone,1463818412749058051,1463799383128829954,reply,Technology,@XavierNaxa Lawa min haha ​​thanks for the wallpaper 👍🏻 https://t.co/t1jkAJypcn
zikril_haziq,@XavierNaxa Hehe https://t.co/VZ31zO528l,2021-11-25 11:00:20+00:00,0,0,1,Twitter for iPhone,1463824871649996805,1463799383128829954,reply,Technology,@XavierNaxa Hehe https://t.co/VZ31zO528l
Hazippp,@XavierNaxa Lawa gila min https://t.co/50XHtrRHco,2021-11-25 11:07:14+00:00,1,0,0,Twitter for iPhone,1463826608897155073,1463799383128829954,reply,Technology,@XavierNaxa Lawa is crazy min https://t.co/50XHtrRHco
BlackNoir2949,"@XavierNaxa Tq min, wallpaper yg memang dicari",2021-11-25 11:10:04+00:00,1,0,0,Twitter for iPhone,1463827322310586368,1463799383128829954,reply,Technology,"@XavierNaxa Tq min, the wallpaper I've been looking for"
karmayusof_,@XavierNaxa Min tak bagi lagi shortcut script untuk print screen macam ni 🥲,2021-11-25 11:13:01+00:00,1,0,1,Twitter for iPhone,1463828064521965569,1463799383128829954,reply,Technology,"@XavierNaxa Min, no more shortcut scripts for print screens like this 🥲"
_haniffzain,@XavierNaxa @_HaikalRabani @AqilWahab,2021-11-25 12:06:53+00:00,0,0,0,Twitter for iPhone,1463841617803038727,1463799383128829954,reply,Technology,@XavierNaxa @_HaikalRabani @AqilWahab
glassofgreentea,@XavierNaxa Nice ah min. Thank you! https://t.co/SLz18JGGfE,2021-11-25 12:27:04+00:00,1,0,0,Twitter for iPhone,1463846696782233602,1463799383128829954,reply,Technology,@XavierNaxa Nice ah min. Thank you! https://t.co/SLz18JGGfE
azrulzulkifli95,@XavierNaxa Kalau nampak komponen real pon gempak gak https://t.co/ro5AwWzTwV,2021-11-25 12:30:35+00:00,0,0,1,Twitter for iPhone,1463847582451462145,1463799383128829954,reply,Technology,"@XavierNaxa If you see real components, don't they look great https://t.co/ro5AwWzTwV"
asianfeelyou,@XavierNaxa Thankyou 💯 lawo!,2021-11-25 13:59:17+00:00,0,0,0,Twitter for iPhone,1463869906143768582,1463799383128829954,reply,Technology,@XavierNaxa Thankyou 💯 theirs!
houdido609,@XavierNaxa https://t.co/EjyfqldG89,2021-11-25 15:38:46+00:00,0,0,0,Twitter for iPhone,1463894941696884744,1463799383128829954,reply,Technology,@XavierNaxa https://t.co/EjyfqldG89
bloomsnplums,@XavierNaxa 🤢,2021-11-25 16:01:17+00:00,0,0,0,Twitter for Android,1463900609698959361,1463799383128829954,reply,Technology,@XavierNaxa 🤢
NohShofian,@XavierNaxa Untuk iPhone lain takde ke? 😅,2021-11-25 23:42:25+00:00,0,0,0,Twitter for iPhone,1464016653973221410,1463799383128829954,reply,Technology,"@XavierNaxa For other iPhones, don't you? 😅"
KhusairiRazali,@XavierNaxa @azrihachi,2021-11-26 12:21:42+00:00,0,0,0,Twitter for iPhone,1464207735994535936,1463799383128829954,reply,Technology,@XavierNaxa @azrihachi
amirheem,@XavierNaxa @naimfauzi__ lawa gila,2021-11-28 17:46:09+00:00,0,0,1,Twitter for iPhone,1465014159905476613,1463799383128829954,reply,Technology,@XavierNaxa @naimfauzi__ crazy joke
hincikhafizi,@XavierNaxa @Yanosssothman,2021-12-15 13:13:04+00:00,0,0,0,Twitter for iPhone,1471106032541650944,1463799383128829954,reply,Technology,@XavierNaxa @Yanosssothman
AlFaiz00,@XavierNaxa 🖕🖕🖕,2021-11-25 09:06:14+00:00,1,1,0,Twitter for iPhone,1463796158657024002,1463794429790023680,reply,Technology,@XavierNaxa 🖕🖕🖕
runanaaaaaaa,"@XavierNaxa Hi..tumpang tanya..knp ye everytime klau sy make a call, after 3 seconds mesti end call tiba2",2021-11-25 09:08:18+00:00,1,0,2,Twitter for iPhone,1463796676959694853,1463794429790023680,reply,Technology,"@XavierNaxa Hi..overlapping questions..why everytime if I make a call, after 3 seconds it must end the call suddenly"
amadnur_,"@XavierNaxa commen sense, bahasa melayunya adab dan sahsiah. selepas menerima sama ada berbayar atau percuma ucapkanlah terima kasih. tak rugi tak luak satu sen pun.",2021-11-25 10:00:19+00:00,0,0,0,Twitter for iPhone,1463809768938618886,1463794429790023680,reply,Technology,"@XavierNaxa common sense, the Malay language has manners and character. after receiving either paid or free say thank you. not lose not a single cent."
8da1234,"@XavierNaxa Entah sudah ataupun tidak, terima kasih atas nasihat tuan. Skrin sudah kembali ke asal, tiada lagi ‘dead pixel’. Berjaya guna waranti dalam masa setahun buat pertama kali sepanjang menggunakan iPhone.",2021-11-25 10:20:24+00:00,3,0,1,Twitter for iPhone,1463814823607554050,1463794429790023680,reply,Technology,"@XavierNaxa Whether it is or not, thank you for your advice. The screen has returned to the original, no more 'dead pixels'. Successfully used the warranty within a year for the first time while using an iPhone."
ammardarkweb,@XavierNaxa cane nak buat widget twitter tu,2021-11-25 10:53:11+00:00,0,0,0,Twitter for iPhone,1463823070330646529,1463794429790023680,reply,Technology,@XavierNaxa cane make that twitter widget
foreverwithus7,"@XavierNaxa Hi, nak tanya, ipad air rasanya ada keluaran bru tak next year? Plan nak beli tapi tkut pulak ada keluaran baru 😣",2021-11-25 18:11:39+00:00,0,0,1,Twitter for Android,1463933415955189774,1463794429790023680,reply,Technology,"@XavierNaxa Hi, I want to ask, does the ipad air have a new release next year? I plan to buy but there is no new release yet 😣"
cgsamery,@XavierNaxa Adakah Google Pixel pun termasuk dlm senarai yang tidak diperakui jugak min,2021-11-25 08:04:48+00:00,2,0,2,Twitter for iPhone,1463780695940091906,1463780125225340928,reply,Technology,@XavierNaxa Is the Google Pixel also included in the uncertified list?
XavierNaxa,"@cgsamery Mungkin, memandangkan ia tidak dijual secara rasmi di Malaysia.",2021-11-25 08:05:38+00:00,16,0,0,Twitter for Android,1463780905261010944,1463780125225340928,reply,Technology,"@cgsamery Maybe, since it's not officially sold in Malaysia."
juaannn77,@XavierNaxa long tv ka min?,2021-11-25 08:16:31+00:00,0,0,0,Twitter for iPhone,1463783643302666242,1463780125225340928,reply,Technology,@XavierNaxa long tv ka min?
ariel_lockon47,"@XavierNaxa Min, bole recommend kedai mana yang bagus?",2021-11-25 13:36:53+00:00,0,0,0,Twitter for Android,1463864267023650817,1463780125225340928,reply,Technology,"@XavierNaxa Min, can you recommend a good shop?"
ohtweet,@XavierNaxa Barang2 dalam Shopee tanya apa khabar MCMC 😌,2021-11-25 20:00:23+00:00,1,0,0,Twitter for iPad,1463960778818547739,1463780125225340928,reply,Technology,@XavierNaxa Barang2 in Shopee ask how MCMC is doing 😌
XavierNaxa,Tinggal 5 hari sahaja lagi untuk memperoleh RM20 secara percuma.  Guna kod referal YVI26XDFLI dan dapat RM20. Promosi tamat 30 November 2021.,2021-11-25 04:02:32+00:00,28,3,0,Twitter for iPhone,1463719728980004870,1463719728980004870,Main post,Technology,"Only 5 days left to earn RM20 for free. Use referral code YVI26XDFLI and get RM20. Promotion ends November 30, 2021."
XavierNaxa,"Apple bakal memperkenalkan modem buatan mereka sendiri seawal tahun 2023.

Jika tercapai, sudah pasti Apple bakal bersaing dengan Qualcomm yang merupakan pembekal terbesar bagi modem telefon pintar.",2021-11-24 17:42:28+00:00,5,1,1,Twitter for Android,1463563682193948679,1463563679580839940,reply,Technology,"Apple will introduce their own modem as early as 2023.

If achieved, it is certain that Apple will compete with Qualcomm which is the largest supplier of smartphone modems."
XavierNaxa,"Beberapa tahun lalu, iPhone dibangunkan dengan dua jenis modem iaitu Intel dan Qualcomm.

iPhone dipasarkan di Malaysia menggunakan modem Intel manakala set Amerika Syarikat Qualcomm.",2021-11-24 17:42:28+00:00,4,1,1,Twitter for Android,1463563684047769601,1463563679580839940,reply,Technology,"A few years ago, the iPhone was developed with two types of modems, namely Intel and Qualcomm.

iPhones marketed in Malaysia use Intel modems while the United States uses Qualcomm."
XavierNaxa,"Secara dasarnya, modem Qualcomm mempunyai prestasi lebih baik berbanding Intel.

Dengan perkembangan terbaharu ini, maka kita bakal melihat sejauh mana modem Apple mampu bersaing dengan Qualcomm.",2021-11-24 17:42:29+00:00,4,1,1,Twitter for Android,1463563685998202884,1463563679580839940,reply,Technology,"Basically, Qualcomm modems have better performance than Intel.

With this latest development, we will see how well Apple's modem can compete with Qualcomm."
XavierNaxa,"Sudah pasti iPhone dan iPad kelak bakal menggunakan modem mereka sendiri tanpa bantuan Qualcomm.

Apple berjaya dalam membangunkan cip pemprosesan berteraskan ARM. Saya percaya mereka juga mampu untuk hasilkan modem yang lebih baik berbanding Qualcomm.",2021-11-24 17:42:29+00:00,9,0,1,Twitter for Android,1463563687570984962,1463563679580839940,reply,Technology,"It is certain that iPhones and iPads will use their own modems without the help of Qualcomm.

Apple succeeded in developing ARM-based processing chips. I believe they are also capable of producing better modems than Qualcomm."
XavierNaxa,Cuma besar harapan saya jika Apple mula memperkenalkan sokongan eSIM pada MacBook Pro yang bagi saya tidak menjadi masalah memandangkan mereka sudah membangunkan cip pemprosesan buatan sendiri.,2021-11-24 17:42:29+00:00,10,0,1,Twitter for Android,1463563689362034691,1463563679580839940,reply,Technology,I just hope that Apple starts to introduce eSIM support on the MacBook Pro which for me is not a problem since they have already developed their own processing chips.
syed_shazli,@XavierNaxa @Golden_Concept saya impikan min dapat membelinya...aminnn,2021-11-25 00:34:38+00:00,2,0,1,Twitter for iPhone,1463667410032992257,1463559713056968708,reply,Technology,@XavierNaxa @Golden_Concept I dream of being able to buy it...aminnn
XavierNaxa,@syed_shazli @Golden_Concept Insya-Allah,2021-11-25 03:44:43+00:00,1,0,0,Twitter for iPhone,1463715243670982662,1463559713056968708,reply,Technology,@syed_shazli @Golden_Concept God willing
Qasperz,@XavierNaxa @Golden_Concept Case lg mahal drpd jam 🤣,2021-11-24 17:45:13+00:00,0,0,0,Twitter Web App,1463564377290788864,1463559713056968708,reply,Technology,@XavierNaxa @Golden_Concept Case lg mahal drpd jam 🤣
ikwanrawlings,@XavierNaxa @Golden_Concept Macam richard mille tu,2021-11-25 02:07:52+00:00,1,1,0,Twitter for iPhone,1463690873003077632,1463559713056968708,reply,Technology,@XavierNaxa @Golden_Concept Macam richard mille tu
XavierNaxa,Selamat menggunakan Apple Watch Siri 7,2021-11-24 16:19:56+00:00,40,0,0,Twitter for Android,1463542912600342528,1463542912600342528,Main post,Technology,Enjoy using Apple Watch Siri 7
zulfaqar1994,@XavierNaxa Terungin sebab tak pernah ada AW 🥲 beli 7 atau tunggu next year? 😵‍💫,2021-11-24 15:54:09+00:00,6,2,1,Twitter for iPhone,1463536424569892865,1463536000991301634,reply,Technology,@XavierNaxa Terungin because there's never been an AW 🥲 buy 7 or wait for next year? 😵‍💫
XavierNaxa,@zulfaqar1994 InsyAllah,2021-11-24 15:55:32+00:00,1,0,0,Twitter for Android,1463536772625797124,1463536000991301634,reply,Technology,@zulfaqar1994 God willing
tengkutatatasya,@XavierNaxa Salam min. Maaf nak tanya. Kenapa iphone 12 tak dapat nak on ye? Charge pun takde keluar,2021-11-24 15:54:32+00:00,1,0,1,Twitter for iPhone,1463536523173765127,1463536000991301634,reply,Technology,@XavierNaxa Hello min. Sorry to ask. Why can't the iPhone 12 turn on? Charge doesn't even come out
XavierNaxa,@tengkutatatasya Cuba tekan force restart (rujuk YouTube cara force restart),2021-11-24 15:55:23+00:00,1,0,1,Twitter for Android,1463536734289874946,1463536000991301634,reply,Technology,@tengkutatatasya Try pressing force restart (refer to YouTube how to force restart)
FawwazALubis,"@XavierNaxa Admin ni nakal tau racun kite, 🤣",2021-11-24 19:45:32+00:00,1,0,1,Twitter for iPhone,1463594652523585538,1463536000991301634,reply,Technology,"@XavierNaxa Admin I'm not sure what to do, 🤣"
XavierNaxa,@FawwazALubis 😅😅,2021-11-25 03:46:47+00:00,0,0,0,Twitter for iPhone,1463715762825097224,1463536000991301634,reply,Technology,@FawwazALubis 😅😅
keyrolzz,"@XavierNaxa saya suka warna biru series 7, sebab dia tak sama dengan biru series 6, colour biru series 7 nampak lagi menawan, begitu juga warna biru iphone 13, nampak lagi menawan dari biru iphone 12 🤣",2021-11-24 15:56:24+00:00,4,0,0,Twitter for iPhone,1463536989806891012,1463536000991301634,reply,Technology,"@XavierNaxa I like the blue color of the series 7, because it is not the same as the blue of the series 6, the blue color of the series 7 looks more charming, as well as the blue color of the iphone 13, it looks more charming than the blue of the iphone 12 🤣"
XavierNaxa,@_ejayy Ya. Kebiasaannya ETA seperti yang diberikan. Kebiasaannya akan sampai sebelum atau pada tarikh tersebut,2021-11-24 16:14:52+00:00,0,0,1,Twitter for Android,1463541637930369024,1463536000991301634,reply,Technology,@_ejayy Yes. Usually the ETA is as given. Usually it will arrive before or on that date
XavierNaxa,@baekqyoot Kenapa nak guna yang third party? Yang ada sekarang kan dah boleh reply Messages WhatsApp,2021-11-24 16:37:31+00:00,0,0,0,Twitter for Android,1463547336722837505,1463536000991301634,reply,Technology,@baekqyoot Why do you want to use a third party? The one you have now can reply to WhatsApp messages
aidaaalias,@XavierNaxa @remy_rai hehehehehe,2021-11-24 18:44:09+00:00,0,0,0,Twitter for iPhone,1463579208416841728,1463536000991301634,reply,Technology,@XavierNaxa @remy_rai hehehehehe
elisyandr,@XavierNaxa Susah cari ready stock  😭,2021-11-24 22:49:25+00:00,0,0,0,Twitter for iPhone,1463640928871010304,1463536000991301634,reply,Technology,@XavierNaxa Hard to find ready stock 😭
alif_abas95,@XavierNaxa kulit putih ok pki ni hahaha,2021-11-25 00:03:37+00:00,1,0,0,Twitter for iPhone,1463659602923245570,1463536000991301634,reply,Technology,@XavierNaxa white skin ok pki ni hahaha
syed_shazli,"@XavierNaxa warna gelap, senang untuk dipadankan dengan baju...tali bila-bila boleh tukar",2021-11-25 03:28:33+00:00,0,0,0,Twitter for iPhone,1463711177695891464,1463536000991301634,reply,Technology,"@XavierNaxa dark color, easy to match with a shirt...the strap can be changed anytime"
ezral_ezani,@XavierNaxa Berjaya memiliki.. Switch Aeon Nilai…terima kasih @SwitchTM @XavierNaxa https://t.co/KhT08YaPht,2021-11-25 03:57:30+00:00,4,0,2,Twitter for iPhone,1463718460932833284,1463536000991301634,reply,Technology,@XavierNaxa Glorious to have.. Aeon Switch Value…thanks @SwitchTM @XavierNaxa https://t.co/KhT08YaPht
wenkt,@XavierNaxa Sama ke kita? https://t.co/oCKQYaElhk,2021-11-25 04:22:13+00:00,1,1,1,Twitter for iPhone,1463724680833953796,1463536000991301634,reply,Technology,@XavierNaxa Same to us? https://t.co/oCKQYaElhk
Majidahsamad,"@XavierNaxa AW ni dalam saya punya wishlist. Been on eye since SE series, tapi rezeki beli 7 series. Now waiting jam to be delivered hehe 🌝",2021-11-25 08:00:51+00:00,1,0,0,Twitter for iPhone,1463779702133252097,1463536000991301634,reply,Technology,"@XavierNaxa AW I have a wishlist in this. Been on eye since SE series, but fortune to buy 7 series. Now waiting for the clock to be delivered hehe 🌝"
XavierNaxa,Sewaktu peperangan tercetus Kate Bishop yang pada ketika itu masih kecil nyaris dibunuh oleh tentera Chitauri dan dia bernasib baik kerana pada ketika itu Hawkeye berjaya memanah dan membunuh tentera Chitauri.,2021-11-24 15:27:59+00:00,9,1,1,Twitter for Mac,1463529838581407746,1463529835158900737,reply,Technology,"When the war broke out, Kate Bishop who was still young at the time was almost killed by the Chitauri soldiers and she was lucky because at that moment Hawkeye managed to shoot and kill the Chitauri soldiers."
XavierNaxa,"Sejak itu, Kate Bishop mula mengidolakan Hawkeye sehinggalah dia mula mempelajari teknik memanah dan mempertahan diri.

Setelah Kate Bishop dewasa, satu kejadian telah berlaku yang berkait rapat dengan Avangers dan kisah hawkeye. Apa itu? anda perlu menontonya.",2021-11-24 15:27:59+00:00,11,1,1,Twitter for Mac,1463529840775024644,1463529835158900737,reply,Technology,"Since then, Kate Bishop began to idolize Hawkeye until she began learning archery and self-defense techniques.

After Kate Bishop grew up, an incident happened that was closely related to the Avengers and Hawkeye's story. What's that? you have to watch it."
XavierNaxa,"Sejujurnya saya tidak meletakkan sebarang keterujaan untuk drama bersiri ini memandangkan Hawkeye bukan karakter yang saya minati.

Setelah menonton dua episod, nampaknya ia diluar jangkaan saya.",2021-11-24 15:28:00+00:00,17,1,2,Twitter for Mac,1463529842704478211,1463529835158900737,reply,Technology,"To be honest I didn't put any excitement for this drama series since Hawkeye is not a character I'm interested in.

After watching two episodes, it seems to be beyond my expectations."
XavierNaxa,"Saya menantikan episod seterusnya dan diharap jalan cerita akan lebih menarik berbanding episod satu dan dua.

Skala: 7/10 - setakat dua episod",2021-11-24 15:28:00+00:00,18,3,1,Twitter for Mac,1463529844940029953,1463529835158900737,reply,Technology,"I'm looking forward to the next episode and hopefully the storyline will be more interesting than episode one and two.

Scale: 7/10 - so far two episodes"
zafeiyra,@XavierNaxa Cite ni jalan cerita dia tak berat and light. Senang faham. Slalu tngok cerita heroes ade superpower mcm wanda and loki. Klini dpt tngok yg human being punya hero. Menarikkk,2021-11-24 15:33:20+00:00,5,0,0,Twitter for iPhone,1463531184957263873,1463529835158900737,reply,Technology,@XavierNaxa Cite this story line he is not heavy and light. Glad to understand. Always watch the stories of heroes with superpowers like Wanda and Loki. Klini can see that the human being has a hero. Interesting
XavierNaxa,Tatacara pendaftaran Wahed https://t.co/I2632nNQHI,2021-11-24 13:28:26+00:00,7,0,0,Twitter for iPhone,1463499751945490435,1463498364733956101,reply,Technology,Wahed registration procedure https://t.co/I2632nNQHI
nrhkmi,@XavierNaxa @WahedInvest @pedoqpop pelabur wahed tegar.,2021-11-24 13:24:10+00:00,0,0,0,Twitter Web App,1463498679868821512,1463498364733956101,reply,Technology,@XavierNaxa @WahedInvest @pedoqpop hardcore wahed investor.
tashdiqpotter,@XavierNaxa @WahedInvest @zudxk_pq,2021-11-24 13:25:34+00:00,1,0,1,Twitter for Android,1463499031003340805,1463498364733956101,reply,Technology,@XavierNaxa @WahedInvest @zudxk_pq
XavierNaxa,"Alhamdulillah, ramai dapat Apple Watch baharu minggu ini.",2021-11-24 12:44:29+00:00,57,2,1,Twitter for iPhone,1463488693386166273,1463488693386166273,Main post,Technology,"Alhamdulillah, many people got a new Apple Watch this week."
XavierNaxa,Tatacara pendaftaran Wahed,2021-11-24 13:28:38+00:00,27,2,0,Twitter for iPhone,1463499803682213893,1463473663403905032,reply,Technology,Wahed registration procedure
capt040797,"@XavierNaxa Manthap min. Happy sikit. sebab stress kerja min. Nak luah kt siapa, takde orang faham kerja saya. hmm. Min bagi kata2 semangat sikit buleh?",2021-11-24 11:46:26+00:00,6,0,2,Twitter for iPhone,1463474084700831753,1463473663403905032,reply,Technology,"@XavierNaxa Manthap min. A little happy. because of work stress. Who do you want to talk to, no one understands my work. hmm. Can you give me some words of encouragement?"
XavierNaxa,"@captsolv97 Tiada siapa boleh ubah hidup kita kecuali diri kita. Sayangi diri, jangan stress sebab kerja sebab mereka tidak hargai kita saat kita jatuh. Paling penting, work smart",2021-11-24 12:39:22+00:00,13,7,1,Twitter for iPhone,1463487404572962817,1463473663403905032,reply,Technology,"@captsolv97 No one can change our lives except ourselves. Love yourself, don't stress because of work because they don't appreciate us when we fall. Most importantly, work smart"
afifahmiyata,"@XavierNaxa Sudah, sy punya semalam 8.73% harini 8.77% 🤣",2021-11-24 12:00:26+00:00,1,0,1,Twitter for iPhone,1463477606951501830,1463473663403905032,reply,Technology,"@XavierNaxa Yes, I had it last night 8.73% today 8.77% 🤣"
XavierNaxa,@afifahmiyata Alhamdulillah,2021-11-24 12:38:05+00:00,0,0,0,Twitter for iPhone,1463487084203634698,1463473663403905032,reply,Technology,@afifahmiyata Alhamdulillah
iyana_mierah,@XavierNaxa Heheheh naik https://t.co/K02Kcf6Aop,2021-11-24 12:03:08+00:00,1,0,1,Twitter for iPhone,1463478286399401985,1463473663403905032,reply,Technology,@XavierNaxa Heheheh up https://t.co/K02Kcf6Aop
XavierNaxa,@iyana_mierah Alhamdulillah,2021-11-24 12:37:59+00:00,1,0,0,Twitter for iPhone,1463487057070682117,1463473663403905032,reply,Technology,@iyana_mierah Alhamdulillah
Bear_Uang89,@XavierNaxa Alhamdulillah https://t.co/mhfNZjQ8Yh,2021-11-24 13:37:28+00:00,1,0,1,Twitter for Android,1463502025576964100,1463473663403905032,reply,Technology,@XavierNaxa Alhamdulillah https://t.co/mhfNZjQ8Yh
XavierNaxa,@Bear_Uang89 Alhamdulillah. Mesti selalu deposit,2021-11-24 16:19:34+00:00,1,0,1,Twitter for Android,1463542821546119173,1463473663403905032,reply,Technology,@Bear_Uang89 Alhamdulillah. Always have to make a deposit
nazrulazuan95,@XavierNaxa Harini meletop sikit min 😄 https://t.co/N59u41vQNC,2021-11-24 14:43:08+00:00,7,0,1,Twitter for iPhone,1463518553395453954,1463473663403905032,reply,Technology,@XavierNaxa It's a bit of a blast today 😄 https://t.co/N59u41vQNC
