Username,Text,Date Created,Number of Likes,Number of Retweet,Number of Replies,Source of Tweet,User ID,Conversation ID,status,Category,Translated Text
huxsterized,@kuasasiswa Fuhh ini legendary.. padu,2021-07-22 12:12:13+00:00,0,0,0,Twitter for iPhone,1418182090659487746,1418105063482871809,reply,Politics,@kuasasiswa Phew this is legendary.. solid
siapajett,@kuasasiswa Woa aku simpan do cassette dorang ni,2021-07-25 06:20:16+00:00,1,0,0,Twitter for Android,1419180680819273731,1418105063482871809,reply,Politics,"@kuasasiswa Wow, I've kept this cassette for them"
Shawn35154099,@kuasasiswa https://t.co/DCAQXZYXnj,2021-07-22 07:07:29+00:00,0,0,0,Twitter for Android,1418105400331624448,1418105063482871809,reply,Politics,@kuasasiswa https://t.co/DCAQXZYXnj
aznieda75,@kuasasiswa 😥😢,2021-07-22 04:09:06+00:00,0,0,0,Twitter for Android,1418060507827687425,1418060229967712261,reply,Politics,@kuasasissa 😥😢
williamtan2020,@kuasasiswa LGE unlocked? How?,2021-07-22 04:16:56+00:00,8,1,0,Twitter for Android,1418062483281965056,1418060229967712261,reply,Politics,@kuasasiswa LGE unlocked? How?
fmylennon,@kuasasiswa LGE kene button hijau jgk tu. dah lepas kn 👀,2021-07-22 04:19:16+00:00,1,0,0,Twitter for iPhone,1418063068764860416,1418060229967712261,reply,Politics,@kuasasiswa LGE here is the green button too. it's over 👀
mypauper,"@kuasasiswa Lupa lock, En Fahmi",2021-07-22 04:25:59+00:00,5,0,0,Twitter for iPhone,1418064760713535494,1418060229967712261,reply,Politics,"@kuasasiswa Forgot to lock, En Fahmi"
norris_anggun71,@kuasasiswa @Bro_07_ Kluster mahkamah. Mana nama Tajuddin probok?,2021-07-22 04:33:50+00:00,0,0,1,Twitter for Android,1418066734687285250,1418060229967712261,reply,Politics,@kuasasiswa @Bro_07_ Court cluster. What is the name of Tajuddin probok?
45Fortify,"@kuasasiswa Tapi dia kata dia 3rd force, bukan PH",2021-07-22 04:34:17+00:00,5,0,1,Twitter Web App,1418066848407379970,1418060229967712261,reply,Politics,"@kuasasiswa But he said he was 3rd force, not PH"
firdzu,"@kuasasiswa Bro, Xavier tertinggal",2021-07-22 04:35:56+00:00,11,0,0,Twitter for iPhone,1418067263362461696,1418060229967712261,reply,Politics,"@kuasasiswa Bro, Xavier is left behind"
Rashid_sideku,@kuasasiswa Xavier Jayakumar maner?,2021-07-22 04:39:57+00:00,5,1,2,Twitter for iPhone,1418068272994418689,1418060229967712261,reply,Politics,@kuasasiswa Xavier Jayakumar maner?
jembalanque,@kuasasiswa Padu.,2021-07-22 05:31:37+00:00,0,0,0,Twitter for iPhone,1418081274174971908,1418060229967712261,reply,Politics,@kuasasiswa Padu.
abu_khayrat,"@kuasasiswa Dlm kes Syed Saddiq..baru peringkat pertuduhan.. background dia baik Dan nampak bekerja untuk Rakyat..kes ini termasuk benda yg belum terbukti Salah..

Sorry to say.. kadang2 dlm sesetengah isu..nampak macam kau cuma nak Cari populariti..

Kalau betul Salah baru Kita balun.",2021-07-22 05:37:58+00:00,89,1,5,Twitter for Android,1418082875228901381,1418060229967712261,reply,Politics,"@kuasasiswa In Syed Saddiq's case.. the charge stage is new.. his background is good and he seems to be working for the people.. this case includes things that have not been proven wrong..

Sorry to say.. sometimes in some issues.. it seems like you just want to find popularity..

If it's right, we're just wrong."
JatuhDariNeraka,"@kuasasiswa bagus mu ni, tak takut n tak jilat",2021-07-22 05:45:47+00:00,2,0,0,Twitter for Android,1418084839916380162,1418060229967712261,reply,Politics,"@kuasasiswa your good, not afraid and not licking"
thatsmyfullname,@kuasasiswa What happened to LGE's lock? Did I miss something?,2021-07-22 05:50:22+00:00,0,0,0,Twitter for Android,1418085993345818624,1418060229967712261,reply,Politics,@kuasasiswa What happened to LGE's lock? Did I miss something?
syafqz,@kuasasiswa Bukan locked ke? 😂,2021-07-22 07:27:37+00:00,0,0,0,Twitter for Android,1418110467403247623,1418060229967712261,reply,Politics,@kuasasiswa Isn't it locked? 😂
BicepTractor,@kuasasiswa Mana nak beli jenama telco tu bang?,2021-07-22 07:40:37+00:00,0,0,0,Twitter for iPhone,1418113739283263493,1418060229967712261,reply,Politics,@kuasasiswa Where do you want to buy the telco brand?
SteveB1rd,@kuasasiswa Cowgate..?,2021-07-22 07:45:12+00:00,0,0,0,Twitter for Android,1418114895309012996,1418060229967712261,reply,Politics,@suasasissa Cowgate..?
ammaronxan,@kuasasiswa sapa ada context?,2021-07-22 08:55:37+00:00,0,0,0,Twitter for Android,1418132615970779138,1418060229967712261,reply,Politics,@kuasasiswa who has context?
turnera232,"@kuasasiswa Lim Guan Eng needs to be updated - both categories 

https://t.co/AaGJqPWGVI",2021-07-22 12:14:37+00:00,1,0,0,Twitter for iPhone,1418182692592525314,1418060229967712261,reply,Politics,"@kuasasiswa Lim Guan Eng needs to be updated - both categories 

https://t.co/AaGJqPWGVI"
Noooorrrr1921,"@kuasasiswa ""Allahumma sholli 'ala Muhammad wa 'ala ali Muhammad"" Astaghfirullah waL Mukminin waL Mukminat🤲",2021-07-22 12:20:08+00:00,0,0,0,Twitter for Android,1418184080802287619,1418060229967712261,reply,Politics,"@kuasasiswa ""Allahumma sholli 'ala Muhammad wa 'ala ali Muhammad"" Astaghfirullah waL Mukminin waL Mukminat🤲"
MrFarhann,@kuasasiswa Lawa betul edit benda macamni. Nampak real. Kan best ada gini kat settings aku 😁,2021-07-22 13:16:07+00:00,0,0,0,Twitter for iPhone,1418198169372954638,1418060229967712261,reply,Politics,@kuasasiswa Lawa is right to edit things like this. Looks real. It's best to have this in my settings 😁
polataevvv,@kuasasiswa https://t.co/VLNgR8I5jT,2021-07-22 16:37:16+00:00,0,0,0,Twitter for iPhone,1418248792931856388,1418060229967712261,reply,Politics,@kuasasissa https://t.co/VLNgR8I5jT
mraaj89,@kuasasiswa Boleh update?? https://t.co/dYqrBI4FxN,2021-09-06 09:35:37+00:00,0,0,0,Twitter for iPhone,1434812522981310464,1418060229967712261,reply,Politics,@kuasasiswa Can you update?? https://t.co/dYqrBI4FxN
ayun_29,@kuasasiswa Time guan eng ada ?,2021-07-23 01:42:01+00:00,1,0,1,Twitter for iPhone,1418385882470436868,1418054398580690949,reply,Politics,"@kuasasiswa Do you have time, bro?"
kuasasiswa,@ayun_29 Ada,2021-07-23 01:42:51+00:00,0,0,1,Twitter for iPhone,1418386090893869058,1418054398580690949,reply,Politics,@ayun_29 There is
HasanQamal,@kuasasiswa alamak terlepas train. apa jadi ni,2021-07-22 03:45:46+00:00,4,0,2,Twitter for Android,1418054637614112772,1418054398580690949,reply,Politics,@kuasasiswa alamak missed the train. what's up
muzulk,@kuasasiswa @guanenglim mana?,2021-07-22 03:48:50+00:00,3,0,0,Twitter for iPhone,1418055408338366466,1418054398580690949,reply,Politics,@kuasasiswa @guanenglim where?
luqmanhakem31,@kuasasiswa Kenapa lukisan syed mcm low budget 😹,2021-07-22 03:49:15+00:00,59,0,1,Twitter for iPhone,1418055513703534601,1418054398580690949,reply,Politics,@kuasasiswa Why is Syed's painting so low budget 😹
j_l3333,@kuasasiswa fahmi i cant see guang eng la,2021-07-22 03:53:31+00:00,17,0,1,Twitter Web App,1418056587994746881,1418054398580690949,reply,Politics,@kuasasiswa fahmi i cant see guang eng la
wanshaf97,@kuasasiswa Tambah lim guan eng bro🤣,2021-07-22 03:56:17+00:00,10,0,0,Twitter for Android,1418057286124142593,1418054398580690949,reply,Politics,@kuasasiswa Add lim guan eng bro🤣
Rayvenrajpillai,@kuasasiswa 😂🤣👍👍,2021-07-22 04:06:00+00:00,1,0,0,Twitter for Android,1418059730321248256,1418054398580690949,reply,Politics,@kuasasissa 😂🤣👍👍
reRtJuOfZEqERFi,"@kuasasiswa Cian SS may justice be on his side. Tpi jgn kawtim dgn abah, atuk tau",2021-07-22 04:08:13+00:00,1,0,0,Twitter Web App,1418060287006035969,1418054398580690949,reply,Politics,"@kuasasiswa Cian SS may justice be on his side. But don't mess with me, I know"
Maborock1,@kuasasiswa Makcik kiah asyik bersolek.. https://t.co/OrdVXwdR1g,2021-07-22 04:10:56+00:00,3,0,0,Twitter Web App,1418060972921524226,1418054398580690949,reply,Politics,@kuasasiswa Aunt Kiah is having fun with her makeup.. https://t.co/OrdVXwdR1g
AbdullahFazril,@kuasasiswa Lim Guan Eng bendahari kelab,2021-07-22 04:20:52+00:00,1,0,0,Twitter for Android,1418063471208321029,1418054398580690949,reply,Politics,@kuasasiswa Lim Guan Eng club treasurer
palmoswince,@kuasasiswa 🤭,2021-07-22 05:45:41+00:00,0,0,0,Twitter for Android,1418084817141342211,1418054398580690949,reply,Politics,@kuasasissa 🤭
hfahmi883,@kuasasiswa Kenapa takde guan eng. Kerana melayu memang tebal dengan PHD mereka.,2021-07-22 05:51:51+00:00,0,0,0,Twitter for Android,1418086366433316864,1418054398580690949,reply,Politics,@kuasasiswa Why aren't you here? Because the Malays are thick with their PHD.
IlhamBand,@kuasasiswa haha,2021-07-22 05:52:50+00:00,0,0,0,Twitter for Android,1418086615965061120,1418054398580690949,reply,Politics,@kuasasiswa haha
zack_see,@kuasasiswa Add la sekali apek lim guang eng.,2021-07-22 07:28:53+00:00,5,0,0,Twitter for Android,1418110786350718978,1418054398580690949,reply,Politics,@kuasasiswa Add it once musty lim guang eng.
gabot72,@kuasasiswa Thorbaek bossku..,2021-07-22 07:29:45+00:00,1,0,0,Twitter for Android,1418111004005658626,1418054398580690949,reply,Politics,@kuasasiswa Thorbaek my boss..
fvckthype,"@kuasasiswa lukisan sa low bajet, sebab guna duit gaji ke hshshshs",2021-07-22 08:51:54+00:00,0,0,1,Twitter Web App,1418131679277830155,1418054398580690949,reply,Politics,"@kuasasiswa low budget painting, because I use salary money to hshshshs"
RedJo47983527,@kuasasiswa Lim gone eng sekali. Dh masuk geng penyamun gak tu,2021-07-22 09:23:05+00:00,1,0,0,Twitter for Android,1418139527256756232,1418054398580690949,reply,Politics,@kuasasiswa Lim is gone eng once. Did you join a gang of thieves or not?
MaharajaBossku,@kuasasiswa Gua ingat itu @AzminAli,2021-07-22 09:39:50+00:00,0,0,0,Twitter for Android,1418143740665876487,1418054398580690949,reply,Politics,@kuasasiswa I remember that @AzminAli
DrRazie,@kuasasiswa Guang Eng masukkan sekali isu Banglo.. Baru rare..,2021-07-22 10:26:06+00:00,3,0,0,Twitter for Android,1418155382938112002,1418054398580690949,reply,Politics,@kuasasiswa Guang Eng put in the Bungalow issue once.. New rare..
faizarifin_,@kuasasiswa muka syed tu dh mcm gmbr ubat gigi Darlie haha,2021-07-22 15:51:55+00:00,2,1,0,Twitter for Android,1418237379945455616,1418054398580690949,reply,Politics,@kuasasiswa that shade looks like a picture of Darlie's toothpaste haha
StoneCo69517118,@kuasasiswa On the way.. https://t.co/kuQ2xYZxNS,2021-07-22 16:10:40+00:00,1,1,0,Twitter for Android,1418242097207939072,1418054398580690949,reply,Politics,@kuasasiswa On the way.. https://t.co/kuQ2xYZxNS
kuasasiswa,https://t.co/kZ2XgtQ3Dz,2021-07-21 09:40:24+00:00,440,234,0,Twitter Web App,1417781497956687873,1417781395275976705,reply,Politics,https://t.co/kZ2XgtQ3Dz
FamedMimicGogo,@kuasasiswa Malaysia Boleh! Am I right?,2021-07-21 09:43:15+00:00,12,0,1,Twitter Web App,1417782212167045121,1417781395275976705,reply,Politics,@kuasasiswa Malaysia Yes! Am I right?
RichardRabindr2,@kuasasiswa 😔,2021-07-21 09:46:46+00:00,3,0,0,Twitter for Android,1417783097978880003,1417781395275976705,reply,Politics,@kuasasissa 😔
Jaiyen_nakal,"@kuasasiswa Rugi kau tak diarah kebalai ni utk siasatan. Kalau tidak, boleh join pesta muda-mudi dia 😂 https://t.co/FYJ5VFeHWZ",2021-07-21 09:59:40+00:00,105,20,1,Twitter for Android,1417786346668630018,1417781395275976705,reply,Politics,"@kuasasiswa Your loss was not directed to this station for investigation. If not, you can join his youth party 😂 https://t.co/FYJ5VFeHWZ"
are_rane,@kuasasiswa Salah poster tu.. ada pulis yg kena hukum sabit salah di mahkamah.. https://t.co/HHHGjT5Jvy,2021-07-21 10:12:50+00:00,3,0,2,Twitter for Android,1417789659095044096,1417781395275976705,reply,Politics,@kuasasiswa Wrong poster.. there is a police officer who is wrongly convicted of sickling in court.. https://t.co/HHHGjT5Jvy
pakajadd,@kuasasiswa @lamkanahraf Haha 1312,2021-07-21 10:15:40+00:00,1,0,0,Twitter for Android,1417790372202246151,1417781395275976705,reply,Politics,@kuasasiswa @lamkanahraf Haha 1312
NabilJasmy,@kuasasiswa Popo raja di Malaysia,2021-07-21 10:46:14+00:00,5,1,0,Twitter for iPhone,1417798065386246145,1417781395275976705,reply,Politics,@kuasasiswa Popo king in Malaysia
realjimmychoy,@kuasasiswa This is terrifying,2021-07-21 11:00:54+00:00,0,0,0,Twitter for Android,1417801754167574534,1417781395275976705,reply,Politics,@kuasasiswa This is terrifying
EmilyDior4,@kuasasiswa dasat polis sekarang 🥴🥴🥴,2021-07-21 12:27:18+00:00,0,0,0,Twitter for Android,1417823496344805378,1417781395275976705,reply,Politics,@kuasasiswa dasat police now 🥴🥴🥴
vishnuraj04,@kuasasiswa Thank you brother for bringing this issue into light with your creative touch 🙌🏾,2021-07-21 12:34:51+00:00,10,0,0,Twitter for iPhone,1417825399191470084,1417781395275976705,reply,Politics,@kuasasiswa Thank you brother for bringing this issue into light with your creative touch 🙌🏾
roku_shikii,@kuasasiswa @din_jake Buat poster party bogel dekat balai satu,2021-07-21 12:46:22+00:00,7,1,1,Twitter for Android,1417828295731662856,1417781395275976705,reply,Politics,@kuasasiswa @din_jake Make a poster for a nude party near Balai One
UgUmashanker,@kuasasiswa Great job.. Keep it up bro.. 👍 👍,2021-07-21 15:35:30+00:00,3,0,0,Twitter for Android,1417870859880914946,1417781395275976705,reply,Politics,@kuasasiswa Great job.. Keep it up bro.. 👍 👍
sbbaljit,@kuasasiswa 1312 tu apa?,2021-07-21 16:37:45+00:00,0,0,6,Twitter for Android,1417886525702868992,1417781395275976705,reply,Politics,@kuasasiswa what is 1312?
noty0urf4v,@kuasasiswa https://t.co/TZ1s5OLabl,2021-07-21 16:58:09+00:00,15,1,1,Twitter for iPhone,1417891660738940930,1417781395275976705,reply,Politics,@kuasasissa https://t.co/TZ1s5OLAbl
disf1gur3d,@kuasasiswa one more to add in Malaysia's worldwide popularity,2021-07-21 22:45:09+00:00,0,0,0,Twitter for Android,1417978983128309761,1417781395275976705,reply,Politics,@kuasasiswa one more to add in Malaysia's worldwide popularity
Sherrymz,@kuasasiswa It’s wrong to say ‘not a single officer’ has been charged. There were cases police been charged but I agree more officers should be charged,2021-07-22 03:06:59+00:00,2,0,0,Twitter for iPhone,1418044877913292801,1417781395275976705,reply,Politics,@kuasasiswa It’s wrong to say ‘not a single officer’ has been charged. There were cases police been charged but I agree more officers should be charged
ustazzorro,"@kuasasiswa Hundreds of policeman creating problem among more than 100,000 in the police force.
So please respect the others that are doing a good job for the safety of the rakyat.
Its just like a family with 4 kids and 1 of them is on drugs do you blame the whole family?",2021-07-22 03:36:53+00:00,7,0,0,Twitter for Android,1418052403622944771,1417781395275976705,reply,Politics,"@kuasasiswa Hundreds of policeman creating problem among more than 100,000 in the police force.
So please respect the others that are doing a good job for the safety of the rakyat.
Its just like a family with 4 kids and 1 of them is on drugs do you blame the whole family?"
gngmgi,"@kuasasiswa Bad news of Malaysia always has it attention from global. But Good news never, because Malaysia never has Good news to show it. Malaysia Memang Boleh",2021-07-22 07:54:40+00:00,1,0,1,Twitter for Android,1418117275584929797,1417781395275976705,reply,Politics,"@kuasasiswa Bad news of Malaysia always has it attention from global. But Good news never, because Malaysia never has Good news to show it. Malaysia Memang Boleh"
heatherchen_,@arvinthrvn (Thank you) 🖤💀,2021-07-23 07:36:11+00:00,0,0,0,Twitter for iPhone,1418475010289651716,1417781395275976705,reply,Politics,@arvinthrvn (Thank you) 🖤💀
ninjamole89,"@kuasasiswa Just shows how different Malaysian priorities are compared to the world with  regards to human rights (and lives, for that matter)",2021-07-23 08:03:06+00:00,0,0,0,Twitter Web App,1418481785273421824,1417781395275976705,reply,Politics,"@kuasasiswa Just shows how different Malaysian priorities are compared to the world with  regards to human rights (and lives, for that matter)"
arunjustmeh,@kuasasiswa Haha you should see siapa yang bagi compound tu 😂 https://t.co/jEwWw8Fu3I,2021-07-21 05:34:59+00:00,57,29,3,Twitter for iPhone,1417719733667864585,1417719313570492419,reply,Politics,@kuasasiswa Haha you should see who gave the compound 😂 https://t.co/jEwWw8Fu3I
Axlenutcase,@kuasasiswa It’s lawlessness,2021-07-21 05:41:14+00:00,1,0,0,Twitter Web App,1417721308654170114,1417719313570492419,reply,Politics,@kuasasiswa It’s lawlessness
helloitsbernini,@kuasasiswa Siasat apa sampai 4 bulan wth.,2021-07-21 05:42:17+00:00,4,0,0,Twitter Web App,1417721571255275520,1417719313570492419,reply,Politics,@kuasasiswa What strategy is up to 4 months wth.
dzulkeflie_,"@kuasasiswa tepat pada waktunya. Aku pon daritadi dok pikir brp lama geng2 Polis dgn cameraman tu dok tunggu org melawat tanah perkuburan tu.

Harap2 ada la yg buat tabung bantu dia",2021-07-21 05:44:21+00:00,1,0,0,Twitter for Android,1417722092552790018,1417719313570492419,reply,Politics,"@kuasasiswa right on time. I have been thinking about how long the police gang and the cameraman have been waiting for people to visit the cemetery.

I hope someone makes a tube to help him"
ZulkhairiG,@kuasasiswa Sayang betul la aku pada Kerajaan PN ni. Tak sabar2 tunggu dia panggil mengundi ..,2021-07-21 05:53:40+00:00,5,0,0,Twitter Web App,1417724436971626501,1417719313570492419,reply,Politics,@kuasasiswa I really love this PN Government. Can't wait for him to call to vote..
KevinMeng,@kuasasiswa Welcome to #bolehland,2021-07-21 05:57:25+00:00,5,0,0,Twitter Web App,1417725379561672705,1417719313570492419,reply,Politics,@kuasasiswa Welcome to #mayland
ctfkop,"@kuasasiswa secara purata, kompaun rakyat biasa adalah lebih tinggi dari orang kenamaan.

rakyat biasa - kompaun terus (sehari dua)
vip - kompaun dlm siasatan (tiada had waktu)",2021-07-21 06:04:30+00:00,2,0,0,Twitter Web App,1417727161390174209,1417719313570492419,reply,Politics,"@kuasasiswa on average, the compound of ordinary people is higher than that of dignitaries.

ordinary people - direct compound (a day or two)
vip - compound under investigation (no time limit)"
luqmanhakem31,@kuasasiswa Up untuk kebenaran https://t.co/1v87XHwgv7,2021-07-21 06:28:15+00:00,63,35,1,Twitter for iPhone,1417733139208622082,1417719313570492419,reply,Politics,@kuasasiswa Up for the truth https://t.co/1v87XHwgv7
mwaliyy,@kuasasiswa @PDRMsia,2021-07-21 06:33:15+00:00,0,0,0,Twitter for Android,1417734398829469700,1417719313570492419,reply,Politics,@kuasasiswa @PDRMsia
mhelmi_m,"@kuasasiswa Apa kata Setiausaha Politik @afnanhamimitaib ?

Tiada post panjang lebar bela @SanusiMNor kali ini?",2021-07-21 06:45:50+00:00,1,0,0,Twitter for Android,1417737565034016770,1417719313570492419,reply,Politics,"@kuasasiswa What did Political Secretary @afnanhamimitaib say?

No long post defending @SanusiMNor this time?"
NabilaL54388677,@kuasasiswa Undang-undang dunia macam tu la timbangan dia 😌,2021-07-21 07:13:44+00:00,0,0,0,Twitter for Android,1417744585862696960,1417719313570492419,reply,Politics,@kuasasiswa The laws of the world are like that on his scales 😌
stentorpplvoice,@kuasasiswa Aren’t they embarrassed ? It’s so obvious and you demand to be respected?,2021-07-21 07:23:11+00:00,3,0,0,Twitter for iPad,1417746964905566208,1417719313570492419,reply,Politics,@kuasasiswa Aren’t they embarrassed ? It’s so obvious and you demand to be respected?
e_lluminaughty,@kuasasiswa Mana kertas siasatan?,2021-07-21 07:29:42+00:00,0,0,0,Twitter for Android,1417748603691405312,1417719313570492419,reply,Politics,@kuasasiswa Where is the investigation paper?
samsulrazi,"@kuasasiswa double standard masih wujud kah??

naik raptor masuk kuboq la",2021-07-21 08:00:36+00:00,18,0,1,Twitter for Android,1417756381965291526,1417719313570492419,reply,Politics,"@kuasasiswa do double standards still exist??

take the raptor into kuboq la"
lfc_eddie,@kuasasiswa Selective Enforcement Act 2020.,2021-07-21 08:05:22+00:00,9,3,0,Twitter Web App,1417757580969926657,1417719313570492419,reply,Politics,@kuasasiswa Selective Enforcement Act 2020.
_rgxii,@kuasasiswa PDRM = PILIH DARJAT RAKYAT MALAYSIA,2021-07-21 08:25:25+00:00,2,0,0,Twitter for Android,1417762627283873796,1417719313570492419,reply,Politics,@kuasasiswa PDRM = CHOOSE THE DEGREE OF THE MALAYSIAN PEOPLE
sirsazly,@kuasasiswa https://t.co/aFILh3vsVK,2021-07-21 08:32:54+00:00,17,3,1,Twitter for iPhone,1417764508953550851,1417719313570492419,reply,Politics,@kuasasissa https://t.co/aFILh3vsVK
_ahmadashraf,"@kuasasiswa Nak tanya, ni pakai fonts apa eak?",2021-07-21 09:01:07+00:00,1,0,0,Twitter for Android,1417771609260134405,1417719313570492419,reply,Politics,"@kuasasiswa Want to ask, what fonts are you using?"
usernotfound757,@kuasasiswa celaka,2021-07-21 09:40:18+00:00,0,0,0,Twitter for Android,1417781472333762560,1417719313570492419,reply,Politics,@kuasasiswa calaka
aikisenpai2,@kuasasiswa @LagaCawan Syabas PN.,2021-07-21 09:50:36+00:00,0,0,0,Twitter for Android,1417784061989326853,1417719313570492419,reply,Politics,@kuasasiswa @LagaCawan Well done PN.
NAN1AHMAD,"@kuasasiswa Antara dua darjat...
Dah jadi mcm drama kat tv pulak ek.",2021-07-21 09:59:58+00:00,1,0,0,Twitter for Android,1417786419926343686,1417719313570492419,reply,Politics,"@kuasasiswa Between two degrees...
It's like a drama on TV."
ZariMaverick,@kuasasiswa Celaka MB tu,2021-07-21 10:50:05+00:00,0,0,0,Twitter for iPhone,1417799034262089737,1417719313570492419,reply,Politics,@kuasasiswa Woe to that MB
r051an,"@kuasasiswa Ini bukan fitnah,...ini betul²...cobaan...
Ini bukan fitnah....ini betul²....cobaan..
Ini bukan fitnah....ini betul².....",2021-07-21 11:51:20+00:00,0,0,0,Twitter for Android,1417814446043549697,1417719313570492419,reply,Politics,"@kuasasiswa This is not slander,...this is true...trial...
This is not slander... this is true.... a test..
This is not slander... this is true....."
